title,episodes,score,num_votes,air_start,air_end,genres,producers,studios,status
Tribe Cool Crew,50.0,7.03,850,2014-09-28,2015-10-04,"['Music', 'School']","['Avex Entertainment', 'Bandai', 'Nagoya TV Housou']","['Sunrise', 'Bandai Namco Pictures']",Finished Airing
Rocket Girls,12.0,7.03,1808,2007-02-22,2007-05-18,"['Sci-Fi', 'Adventure']",['Happinet Pictures'],['Mook DLE'],Finished Airing
Papuwa,26.0,7.03,283,2003-09-30,2004-03-30,"['Adventure', 'Comedy']",['Sotsu'],['Nippon Animation'],Finished Airing
Ninin ga Shinobuden,12.0,7.03,11479,2004-07-10,2004-09-25,"['Comedy', 'Parody', 'Martial Arts']","['Toshiba Entertainment', 'Happinet Pictures']",['ufotable'],Finished Airing
Musaigen no Phantom World,13.0,7.03,78447,2016-01-07,2016-03-31,"['Action', 'Comedy', 'Fantasy', 'Slice of Life', 'Supernatural']","['Lantis', 'Pony Canyon', 'Asahi Broadcasting Corporation']",['Kyoto Animation'],Finished Airing
Mirai Shounen Conan 2: Taiga Daibouken,24.0,7.03,236,1999-10-16,2000-04-01,"['Adventure', 'Drama', 'Sci-Fi']",[],['Nippon Animation'],Finished Airing
Mahoutsukai Precure!,50.0,7.03,844,2016-02-07,2017-01-29,"['Action', 'Slice of Life', 'Magic', 'Fantasy', 'School', 'Shoujo']",['ABC Animation'],['Toei Animation'],Currently Airing
Kinnikuman: Kinnikusei Oui Soudatsu-hen,46.0,7.03,183,1991-10-06,1992-09-27,"['Action', 'Comedy', 'Sports', 'Shounen']",['Nippon Television Network Corporation'],['Toei Animation'],Finished Airing
Genji Monogatari Sennenki,11.0,7.03,2144,2009-01-16,2009-03-27,"['Drama', 'Historical', 'Romance']","['Dentsu', 'Fuji TV', 'Asmik Ace Entertainment', 'Sony Music Entertainment']","['TMS Entertainment', 'Tezuka Productions']",Finished Airing
Hana no Ko Lunlun,50.0,7.03,707,1979-02-09,1980-02-08,"['Magic', 'Drama', 'Shoujo']","['TV Asahi', 'Asatsu DK']",['Toei Animation'],Finished Airing
Future Card Buddyfight 100,50.0,7.03,446,2015-04-11,2016-03-26,['Game'],"['Dentsu', 'Bushiroad']","['Xebec', 'OLM']",Finished Airing
Etotama,12.0,7.03,13859,2015-04-09,2015-06-25,"['Action', 'Comedy', 'Fantasy']","['Pony Canyon', 'Tablier Communication']","['Shirogumi', 'Encourage Films']",Finished Airing
Code:Breaker,13.0,7.03,72033,2012-10-07,2012-12-23,"['Action', 'Comedy', 'School', 'Shounen', 'Super Power', 'Supernatural']","['Bandai Visual', 'Lantis', 'Kodansha', 'Memory-Tech', 'Bushiroad']",['Kinema Citrus'],Finished Airing
Amatsuki,13.0,7.03,20076,2008-04-05,2008-06-28,"['Action', 'Fantasy', 'Historical', 'Shoujo', 'Supernatural']","['Frontier Works', 'Sotsu']",['Studio Deen'],Finished Airing
Bakuten Shoot Beyblade G Revolution,52.0,7.03,14429,2003-01-06,2003-12-29,"['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Shounen', 'Sports']",['d-rights'],['Madhouse'],Finished Airing
"Zone of the Enders: Dolores, I",26.0,7.04,2646,2001-04-07,2001-09-29,"['Action', 'Adventure', 'Space', 'Comedy', 'Mecha', 'Military', 'Sci-Fi']","['AT-X', 'TV Tokyo Music']",['Sunrise'],Finished Airing
"Wake Up, Girls!",12.0,7.04,11307,2014-01-11,2014-03-29,"['Drama', 'Music']","['TV Tokyo', 'Avex Entertainment', 'Sotsu', 'Sega', 'Gakken', 'Rakuonsha', 'AT-X', 'Toho', 'Ultra Super Pictures', 'DIVE II Entertainment', 'Good Smile Company']","['Tatsunoko Production', 'Ordet']",Finished Airing
Tokyo Mew Mew,52.0,7.04,34278,2002-04-06,2003-03-29,"['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Romance', 'Sci-Fi', 'Shoujo', 'Supernatural']","['Kodansha', 'TV Aichi']",['Studio Pierrot'],Finished Airing
Taiyou no Yuusha Fighbird,48.0,7.04,170,1991-02-02,1992-02-01,"['Action', 'Mecha', 'Sci-Fi']",['Nagoya TV Housou'],['Sunrise'],Finished Airing
Ro-Kyu-Bu!,12.0,7.04,22020,2011-07-01,2011-09-23,"['Ecchi', 'Sports', 'Comedy', 'School']","['AT-X', 'Magic Capsule', 'Warner Bros.', 'ASCII Media Works']","['Barnum Studio', 'Project No.9', 'Studio Blanc']",Finished Airing
Prince of Stride: Alternative,12.0,7.04,35494,2016-01-05,2016-03-22,['Sports'],['Media Factory'],['Madhouse'],Finished Airing
Pokemon Best Wishes! Season 2: Episode N,14.0,7.04,7086,2013-01-17,2013-04-18,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']",['TV Tokyo'],['OLM'],Finished Airing
Onegai☆Twins,12.0,7.04,36230,2003-07-15,2003-10-14,"['Comedy', 'Drama', 'Harem', 'School', 'Sci-Fi']","['Bandai Visual', 'Genco', 'Lantis']",['Daume'],Finished Airing
Kyouryuu Boukenki Jura Tripper,39.0,7.04,278,1995-04-02,1995-12-24,"['Sci-Fi', 'Adventure', 'Drama', 'Fantasy']",[],['Production Reed'],Finished Airing
Kantai Collection: KanColle,12.0,7.04,44188,2015-01-08,2015-03-26,"['Action', 'Military', 'Sci-Fi', 'Slice of Life', 'School']",['flying DOG'],['Diomedea'],Finished Airing
Mashin Eiyuuden Wataru 2,46.0,7.04,173,1990-03-09,1991-03-08,"['Adventure', 'Comedy', 'Mecha']",[],['Sunrise'],Finished Airing
Hoshizora e Kakaru Hashi,12.0,7.04,48751,2011-04-11,2011-06-27,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'School']","['Dentsu', 'Sotsu', 'Marvelous Entertainment', 'Pony Canyon', 'feng', 'PRA', 'Jumondo']",['Doga Kobo'],Finished Airing
Kogepan,10.0,7.04,2424,2001-11-05,2001-11-16,['Comedy'],['San-X'],['Studio Pierrot'],Finished Airing
Heisei Inu Monogatari Bow,40.0,7.04,160,1993-10-14,1994-09-22,"['Adventure', 'Comedy']",['Daiichikosho'],['Nippon Animation'],Finished Airing
Iron Kid,26.0,7.04,555,2006-04-06,2006-09-28,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",[],['Daewon Media'],Finished Airing
Hakaima Sadamitsu,10.0,7.04,1560,2001-01-17,2001-03-21,"['Action', 'Mecha', 'School', 'Sci-Fi', 'Seinen']",['Aniplex'],['Studio Deen'],Finished Airing
Hare Tokidoki Buta (TV),61.0,7.04,162,1997-07-03,1998-09-29,['Comedy'],"['TV Tokyo', 'Aniplex', 'TV Tokyo Music']",[],Finished Airing
Super Fishing Grander Musashi,25.0,7.05,966,1997-04-02,1997-09-24,"['Adventure', 'Sports']",[],['Nippon Animation'],Finished Airing
Show By Rock!! #,12.0,7.05,2718,2016-10-02,2016-12-18,"['Music', 'Comedy']","['Shochiku', 'Pony Canyon', 'Sanrio', 'Studio GOONEYS']",['Bones'],Finished Airing
Shinigami no Ballad.,6.0,7.05,14388,2006-03-03,2006-04-07,"['Drama', 'Fantasy', 'Psychological', 'Supernatural']",['Pony Canyon'],"['Group TAC', 'Ginga Ya']",Finished Airing
Shingeki! Kyojin Chuugakkou,12.0,7.05,24859,2015-10-04,2015-12-20,"['Comedy', 'Parody', 'School', 'Shounen']",['Pony Canyon Enterprise'],['Production I.G'],Finished Airing
Rockman.EXE,56.0,7.05,10366,2002-03-04,2003-03-31,"['Action', 'Adventure', 'Comedy', 'Game', 'Mecha', 'Sci-Fi', 'Shounen']","['TV Tokyo', 'Shogakukan Productions', 'Nihon Ad Systems', 'Half H.P Studio']",['Xebec'],Finished Airing
Kannazuki no Miko,12.0,7.05,19982,2004-10-02,2004-12-18,"['Supernatural', 'Drama', 'Magic', 'Romance', 'Mecha', 'Shounen', 'Shoujo Ai']","['Studio Fantasia', 'Geneon Universal Entertainment', 'Remic', 'Front Line', 'Kodansha', 'Rondo Robe', 'Memory-Tech', 'Toshiba Entertainment']",['TNK'],Finished Airing
Gokujou Seitokai,26.0,7.05,4505,2005-04-07,2005-09-29,"['Comedy', 'School', 'Slice of Life']",['Konami'],['J.C.Staff'],Finished Airing
Devil Survivor 2 The Animation,13.0,7.05,50115,2013-04-05,2013-06-28,"['Action', 'Demons', 'Supernatural']","['Mainichi Broadcasting System', 'Pony Canyon', 'Showgate', 'Index']",['Bridge'],Finished Airing
D.C.II: Da Capo II,13.0,7.05,11950,2007-10-02,2007-12-25,"['Drama', 'Ecchi', 'Romance', 'School']",['Starchild Records'],['feel.'],Finished Airing
Live On Cardliver Kakeru,51.0,7.05,83,2008-10-05,2009-09-27,"['Game', 'Fantasy']","['Sotsu', 'Sakura Create']",['TMS Entertainment'],Finished Airing
Goal FH: Field Hunter,39.0,7.05,335,1994-04-04,1994-12-26,"['Action', 'Sports']","['NHK', 'Image Kei']",[],Finished Airing
Cardfight!! Vanguard G: GIRS Crisis-hen,26.0,7.05,1163,2015-10-11,2016-04-10,"['Action', 'Game', 'Shounen']","['TV Tokyo', 'Dentsu', 'Sotsu', 'Bushiroad']",['TMS Entertainment'],Finished Airing
A-Channel,12.0,7.05,27622,2011-04-08,2011-06-24,"['Comedy', 'School', 'Seinen', 'Slice of Life']","['Aniplex', 'Dentsu', 'Mainichi Broadcasting System']",['Studio Gokumi'],Finished Airing
Yu☆Gi☆Oh! Zexal Second,73.0,7.06,5020,2012-10-07,2014-03-23,"['Action', 'Fantasy', 'Game', 'Shounen']","['TV Tokyo', 'Nihon Ad Systems']",['Studio Gallop'],Finished Airing
Cardfight!! Vanguard: Asia Circuit-hen,39.0,7.05,5867,2012-04-08,2013-01-02,"['Action', 'Game', 'Adventure', 'Demons', 'Shounen']","['TV Tokyo', 'Dentsu', 'Sotsu', 'Bushiroad']",['TMS Entertainment'],Finished Airing
Shouwa Monogatari,13.0,7.06,833,2011-04-04,2011-06-26,"['Drama', 'Historical']",[],['WAO World'],Finished Airing
Saikyou Bushouden: Sangoku Engi,52.0,7.06,99,2010-04-04,2011-03-27,['Historical'],"['Hisashishi Videos', 'TOMY Company']","['Future Planet', 'Beijing Huihuang Animation Company']",Finished Airing
Zettai Muteki Raijin-Oh,51.0,7.06,168,1991-04-03,1992-03-25,"['Adventure', 'Mecha', 'School', 'Sci-Fi', 'Shounen']",['Toshiba EMI'],['Sunrise'],Finished Airing
YAT Anshin! Uchuu Ryokou 2,25.0,7.06,211,1998-04-11,1998-10-03,"['Adventure', 'Comedy', 'Sci-Fi', 'Shounen']",['Group TAC'],[],Finished Airing
Rinne no Lagrange Season 2,12.0,7.06,9007,2012-07-08,2012-09-23,"['Action', 'Comedy', 'Mecha', 'Sci-Fi']","['Production I.G', 'Bandai Visual', 'Yomiuri Telecasting Corporation', 'flying DOG']",['Xebec'],Finished Airing
Natsu-iro Kiseki,12.0,7.06,10443,2012-04-06,2012-06-29,"['School', 'Slice of Life', 'Supernatural']","['Aniplex', 'Lantis', 'Mainichi Broadcasting System', 'Natsuiro Kiseki Production Partners', 'Atelier Musa']",['Sunrise'],Finished Airing
"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken",12.0,7.06,40111,2015-10-07,2015-12-23,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'School']","['Sotsu', 'AT-X', 'Memory-Tech', 'Showgate', 'Happinet Pictures', 'BS Fuji', 'MAGES.', 'Contents Seed', 'Ichijinsha']",['Silver Link.'],Finished Airing
Maria†Holic Alive,12.0,7.06,18179,2011-04-08,2011-06-24,"['Comedy', 'Parody', 'School', 'Shoujo Ai']",['TV Tokyo Music'],['Shaft'],Finished Airing
Namiuchigiwa no Muromi-san,13.0,7.06,12245,2013-04-07,2013-06-30,"['Comedy', 'Fantasy', 'Slice of Life']","['Starchild Records', 'Studio Tulip', 'Half H.P Studio']",['Tatsunoko Production'],Finished Airing
Hyper Police,25.0,7.06,1595,1997-04-03,1997-09-25,"['Action', 'Comedy', 'Police', 'Romance', 'Sci-Fi']","['Kadokawa Shoten', 'Marubeni', 'Nippon Columbia']",['Studio Pierrot'],Finished Airing
Minami no Niji no Lucy,50.0,7.06,223,1982-01-10,1982-12-26,"['Slice of Life', 'Adventure', 'Drama']",[],['Nippon Animation'],Finished Airing
gdgd Fairies,12.0,7.06,934,2011-10-13,2011-12-29,['Comedy'],"['Strawberry Meets Pictures', 'Bouncy']",[],Finished Airing
Fractale,11.0,7.06,25714,2011-01-14,2011-04-01,"['Adventure', 'Fantasy', 'Sci-Fi']","['Fuji TV', 'Asmik Ace Entertainment', 'Sony Music Entertainment', 'Graphinica']","['A-1 Pictures', 'Ordet']",Finished Airing
CLAMP Gakuen Tanteidan,26.0,7.06,2922,1997-05-03,1997-10-25,"['Action', 'Comedy', 'Mystery']",['Bandai Visual'],['Studio Pierrot'],Finished Airing
Blassreiter,24.0,7.06,19820,2008-04-06,2008-09-28,"['Action', 'Sci-Fi']","['Nitroplus', 'Sotsu Music Publishing']",['Gonzo'],Finished Airing
Beet the Vandel Buster,52.0,7.06,4353,2004-09-30,2005-09-29,"['Adventure', 'Fantasy', 'Shounen', 'Supernatural']",[],['Toei Animation'],Finished Airing
Gegege no Kitarou (1968),65.0,7.06,221,1968-01-03,1969-03-30,"['Adventure', 'Comedy', 'Horror', 'Supernatural', 'Fantasy']",[],['Toei Animation'],Finished Airing
ACCA: 13-ku Kansatsu-ka,,7.06,3130,2017-01-10,2017-03-28,"['Police', 'Drama', 'Fantasy', 'Seinen']","['Bandai Visual', 'Square Enix', 'Lantis', 'Nihon Ad Systems', 'Banpresto', 'Medicos Entertainment', 'BS11', 'Sony PCL', 'Contents Seed']",['Madhouse'],Currently Airing
Battle Programmer Shirase,15.0,7.06,11710,2003-10-04,2004-01-04,"['Comedy', 'Ecchi', 'Sci-Fi']",[],['AIC'],Finished Airing
.hack//Roots,26.0,7.06,24582,2006-04-06,2006-09-28,"['Adventure', 'Fantasy', 'Game', 'Drama', 'Sci-Fi']","['TV Tokyo', 'Bandai Visual', 'CyberConnect2']",['Bee Train'],Finished Airing
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,12.0,7.07,58996,2013-10-05,2013-12-21,"['Comedy', 'Romance', 'Ecchi', 'Fantasy']",[],['Asread'],Finished Airing
Pita Ten,26.0,7.07,7313,2002-04-07,2002-09-29,"['Comedy', 'Fantasy', 'Kids', 'Romance', 'School', 'Shounen']",['Broccoli'],['Madhouse'],Finished Airing
Honoo no Alpenrose: Judy & Randy,20.0,7.07,289,1985-04-08,1986-04-03,"['Historical', 'Drama', 'Romance', 'Shoujo']",[],['Tatsunoko Production'],Finished Airing
Gate Keepers,24.0,7.07,6456,2000-04-03,2000-09-18,"['Action', 'Comedy', 'Fantasy', 'Mecha', 'Sci-Fi', 'Shounen']",['Media Factory'],['Gonzo'],Finished Airing
Getter Robo,51.0,7.07,696,1974-04-04,1975-05-08,"['Action', 'Mecha', 'Sci-Fi', 'Shounen']",['Dynamic Planning'],['Toei Animation'],Finished Airing
Sumomomo Momomo: Chijou Saikyou no Yome,22.0,7.08,14731,2006-10-06,2007-03-16,"['Action', 'Comedy', 'Romance', 'Martial Arts', 'Seinen']","['TV Asahi', 'Square Enix', 'Lantis', 'Movic']",['Studio Hibari'],Finished Airing
Starmyu,12.0,7.08,7743,2015-10-06,2015-12-22,"['Music', 'School', 'Slice of Life']",['NBCUniversal Entertainment Japan'],['C-Station'],Finished Airing
Sora wo Kakeru Shoujo,26.0,7.08,5832,2009-01-06,2009-06-30,"['Adventure', 'Comedy', 'Sci-Fi', 'Space']",[],['Sunrise'],Finished Airing
Shinzou Ningen Casshern,35.0,7.07,657,1973-10-02,1974-06-25,['Action'],[],['Tatsunoko Production'],Finished Airing
Otogi Juushi Akazukin,39.0,7.08,951,2006-07-01,2007-03-31,"['Adventure', 'Comedy', 'Fantasy']",[],['Madhouse'],Finished Airing
Night Walker: Mayonaka no Tantei,12.0,7.08,4712,1998-07-09,1998-09-23,"['Action', 'Comedy', 'Horror', 'Mystery', 'Vampire']","['Bandai Visual', 'BeSTACK', 'Half H.P Studio', 'Memory-Tech']",['AIC'],Finished Airing
Kurozuka,12.0,7.08,20330,2008-10-07,2008-12-23,"['Action', 'Drama', 'Historical', 'Horror', 'Romance', 'Sci-Fi', 'Vampire']",['Sony Pictures Entertainment'],['Madhouse'],Finished Airing
Kiss x Sis (TV),12.0,7.08,137414,2010-04-05,2010-06-21,"['Harem', 'Comedy', 'Romance', 'Ecchi', 'School', 'Seinen']",['Starchild Records'],['feel.'],Finished Airing
Ikkyuu-san,296.0,7.08,241,1975-10-15,1982-06-28,"['Kids', 'Comedy', 'Historical']",['TV Asahi'],['Toei Animation'],Finished Airing
Shin Maple Town Monogatari: Palm Town-hen,44.0,7.08,266,1987-01-18,1987-12-27,"['Slice of Life', 'Fantasy']",[],['Toei Animation'],Finished Airing
Ginga Tetsudou Monogatari: Eien e no Bunkiten,24.0,7.08,544,2006-10-05,2007-03-29,"['Action', 'Adventure', 'Space', 'Drama', 'Sci-Fi']","['CBC', 'Planet']",[],Finished Airing
Hai! Akko Desu,164.0,7.08,78,1988-10-12,1992-03-26,"['Romance', 'Slice of Life']",[],['Eiken'],Finished Airing
Gi(a)rlish Number,12.0,7.08,13379,2016-10-07,2016-12-23,['Slice of Life'],"['Frontier Works', 'TBS', 'DAX Production', 'ASCII Media Works', 'NBCUniversal Entertainment Japan', 'i0+', 'Medicos Entertainment', 'NichiNare']",['Diomedea'],Finished Airing
Shinkon Gattai Godannar!! 2nd Season,13.0,7.09,2231,2004-04-05,2004-06-27,"['Ecchi', 'Comedy', 'Mecha', 'Romance', 'Sci-Fi']",[],['OLM'],Finished Airing
Shingetsutan Tsukihime,12.0,7.09,45708,2003-10-10,2003-12-26,"['Action', 'Horror', 'Mystery', 'Romance', 'Super Power', 'Supernatural', 'Vampire']","['TBS', 'Rondo Robe', 'Movic']",['J.C.Staff'],Finished Airing
Otogizoushi,26.0,7.09,2970,2004-07-07,2005-03-30,"['Adventure', 'Drama', 'Fantasy', 'Historical']","['VAP', 'Nippon Television Network Corporation']",['Production I.G'],Finished Airing
Domo-kun,,7.08,272,1998-12-22,,"['Comedy', 'Kids', 'Slice of Life']",['NHK'],['dwarf'],Currently Airing
Cardfight!! Vanguard: Legion Mate-hen,33.0,7.08,2654,2014-03-09,2014-10-19,"['Action', 'Adventure', 'Demons', 'Game', 'Shounen']","['Dentsu', 'Sotsu', 'Bushiroad']",['TMS Entertainment'],Finished Airing
Mashin Eiyuuden Wataru,45.0,7.09,299,1988-04-15,1989-03-31,"['Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'Shounen']",['Atelier Musa'],['Sunrise'],Finished Airing
Macademi Wasshoi!,12.0,7.09,13640,2008-10-06,2008-12-22,"['Comedy', 'Ecchi', 'Fantasy', 'Romance', 'School', 'Supernatural']",['Media Factory'],['Zexcs'],Finished Airing
Kishin Douji Zenki,51.0,7.09,2534,1995-01-09,1995-12-25,"['Action', 'Comedy', 'Drama', 'Ecchi', 'Fantasy', 'Horror', 'Magic', 'Shounen']","['TV Tokyo', 'Kitty Films', 'Yomiuri Advertising', 'K-Factory']",['Studio Deen'],Finished Airing
Net Ghost Pipopa,51.0,7.09,232,2008-04-06,2009-03-29,"['Action', 'Adventure', 'Comedy', 'Kids', 'Sci-Fi', 'Shounen']",['Milky Cartoon'],['Studio Hibari'],Finished Airing
Kurogane no Linebarrels,24.0,7.09,13301,2008-10-03,2009-03-20,"['Action', 'Mecha', 'Sci-Fi']","['Akita Shoten', 'Sotsu Music Publishing']",['Gonzo'],Finished Airing
Jinzou Ningen Kikaider The Animation,13.0,7.09,2968,2000-10-16,2001-01-08,"['Action', 'Drama', 'Mecha', 'Sci-Fi', 'Shounen']","['Aniplex', 'Radix', 'SME Visual Works']",[],Finished Airing
Gegege no Kitarou (2007),100.0,7.09,277,2007-04-01,2009-03-29,"['Comedy', 'Horror', 'Fantasy']",[],['Toei Animation'],Finished Airing
Gokukoku no Brynhildr,13.0,7.09,86261,2014-04-06,2014-06-29,"['Drama', 'Mystery', 'Sci-Fi', 'Seinen']",['VAP'],['Arms'],Finished Airing
Kagaku Ninja-tai Gatchaman,105.0,7.09,1589,1972-10-01,1974-09-29,"['Action', 'Adventure', 'Sci-Fi', 'Shounen']",[],['Tatsunoko Production'],Finished Airing
Asura Cryin',13.0,7.09,34268,2009-04-02,2009-06-25,"['Action', 'Supernatural', 'Mecha']","['TV Tokyo', 'Starchild Records', 'Raku High Student Council']",['Seven Arcs'],Finished Airing
World Destruction: Sekai Bokumetsu no Rokunin,13.0,7.1,17040,2008-07-08,2008-09-30,"['Adventure', 'Fantasy']",['Sega'],['Production I.G'],Finished Airing
UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,12.0,7.1,3015,2003-10-04,2003-12-20,"['Comedy', 'Romance', 'Sci-Fi']","['Media Factory', 'KlockWorx', 'Toshiba Entertainment']",['TNK'],Finished Airing
Dash! Yonkurou,25.0,7.09,481,1989-10-03,1990-03-27,"['Action', 'Kids', 'Sports', 'Shounen']",['Aubec'],[],Finished Airing
Freezing Vibration,12.0,7.09,43440,2013-10-04,2013-12-20,"['Action', 'Military', 'Sci-Fi', 'Harem', 'Drama', 'Romance', 'Ecchi', 'Martial Arts', 'Seinen']",['Media Factory'],['A.C.G.T.'],Finished Airing
Tenjou Tenge,24.0,7.1,57401,2004-04-02,2004-09-17,"['Action', 'Ecchi', 'Martial Arts', 'Comedy', 'Super Power', 'School', 'Shounen']",['TV Asahi'],['Madhouse'],Finished Airing
Sousei no Onmyouji,50.0,7.1,39496,2016-04-06,,"['Action', 'Supernatural', 'Fantasy', 'Shounen']","['TV Tokyo', 'Nihon Ad Systems', 'TV Tokyo Music', 'Avex Pictures']",['Studio Pierrot'],Currently Airing
Rockman.EXE Beast+,26.0,7.1,1114,2006-04-08,2006-09-30,"['Action', 'Adventure', 'Game', 'Mecha', 'Sci-Fi', 'Shounen']",[],['Xebec'],Finished Airing
Starship Operators,13.0,7.1,3624,2005-01-05,2005-03-30,"['Drama', 'Military', 'Sci-Fi', 'Space']",['Geneon Universal Entertainment'],['J.C.Staff'],Finished Airing
Muumin,65.0,7.1,877,1969-10-05,1970-12-27,"['Adventure', 'Comedy', 'Fantasy', 'Slice of Life']",['Tokyo Movie Shinsha'],['Mushi Production'],Finished Airing
Mermaid Melody Pichi Pichi Pitch,52.0,7.1,16939,2003-04-05,2004-03-27,"['Adventure', 'Comedy', 'Magic', 'Romance', 'Shoujo']",['Synergy Japan'],"['Actas', 'SynergySP']",Finished Airing
Mahou Sensei Negima!,26.0,7.1,39419,2005-01-06,2005-06-30,"['Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Magic', 'Romance', 'School', 'Shounen', 'Super Power', 'Supernatural']",['Starchild Records'],['Xebec'],Finished Airing
Montana Jones,52.0,7.1,361,1994-04-02,1995-04-08,"['Adventure', 'Comedy']",['NHK'],['Studio Junio'],Finished Airing
Lost Universe,26.0,7.1,4127,1998-04-03,1998-09-25,"['Adventure', 'Comedy', 'Drama', 'Sci-Fi', 'Shounen', 'Space']","['SoftX', 'Studio Tulip']",['E&amp;G Films'],Finished Airing
Koutetsushin Jeeg,13.0,7.1,1446,2007-04-05,2007-07-12,"['Mecha', 'Sci-Fi']","['Dynamic Planning', 'Kyoraku Industrial Holdings']",['Actas'],Finished Airing
Hoshi no Oujisama Petit Prince,39.0,7.1,234,1978-07-04,1979-03-27,['Adventure'],"['TV Asahi', 'Knack Productions']",[],Finished Airing
Genki Bakuhatsu Ganbaruger,47.0,7.1,105,1992-04-01,1993-02-24,"['Mecha', 'Shounen']","['TV Tokyo', 'Yomiuri Advertising']",['Sunrise'],Finished Airing
Dr. Slump,74.0,7.1,3744,1997-11-26,1999-09-22,"['Slice of Life', 'Comedy', 'Sci-Fi', 'Shounen']",['Fuji TV'],['Toei Animation'],Finished Airing
Densetsu Kyojin Ideon,39.0,7.1,1283,1980-05-08,1981-01-30,"['Sci-Fi', 'Space', 'Drama', 'Mecha']",['Aniplex'],['Sunrise'],Finished Airing
Binan Koukou Chikyuu Bouei-bu LOVE!,12.0,7.1,17688,2015-01-07,2015-03-25,"['Slice of Life', 'Comedy', 'Magic', 'School']","['Sotsu', 'Pony Canyon']",['Diomedea'],Finished Airing
Tongari Boushi no Memole,50.0,7.11,430,1984-03-03,1985-03-03,"['Fantasy', 'Magic', 'Shoujo']",[],['Toei Animation'],Finished Airing
Digimon Savers,48.0,7.1,23153,2006-04-02,2007-03-25,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen']",['Fuji TV'],['Toei Animation'],Finished Airing
Shinmai Maou no Testament,12.0,7.11,96415,2015-01-08,2015-03-26,"['Action', 'Harem', 'Demons', 'Romance', 'Ecchi', 'Fantasy']","['Kadokawa Shoten', 'AT-X', 'Nippon Columbia', 'Kadokawa Pictures Japan', 'KlockWorx', 'Mobcast']",['Production IMS'],Finished Airing
Renkin San-kyuu Magical? Pokaan,12.0,7.11,6456,2006-04-04,2006-06-20,"['Comedy', 'Ecchi', 'Magic', 'Parody', 'Vampire']","['Genco', 'Lantis', 'Media Factory']",['Remic'],Finished Airing
IS: Infinite Stratos,12.0,7.11,158505,2011-01-07,2011-04-01,"['Action', 'Sci-Fi', 'Harem', 'Comedy', 'Mecha']","['Lantis', 'Media Factory', 'TBS', 'Sony Music Communications', 'Project IS', 'Sakura Create']",['8bit'],Finished Airing
Inazuma Eleven Go: Galaxy,43.0,7.11,4841,2013-05-08,2014-03-19,"['Shounen', 'Sports', 'Super Power']",[],['OLM'],Finished Airing
NG Knight Ramune & 40,38.0,7.11,297,1990-04-06,1991-01-04,"['Adventure', 'Comedy', 'Fantasy', 'Mecha', 'Shounen']",[],['Production Reed'],Finished Airing
