title,score,stdev,num_votes,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10
Mamoru-kun ni Megami no Shukufuku wo!,7.119734490681644,1.6237832603386808,7834,42,54,115,239,634,1256,2270,1831,849,544
Medaka Box,7.143565239097101,1.5477518063569031,56086,219,390,707,1701,3949,8444,17569,13857,6018,3232
Pokemon Advanced Generation,7.157011676680648,1.613904089649711,44105,149,215,493,1295,3931,7482,12803,9213,4690,3834
Neo Angelique Abyss: Second Age,7.184641798033401,1.6836866704541846,6407,43,38,72,201,561,1022,1749,1326,845,550
PopoloCrois,7.183333333333334,1.646701850404919,420,2,4,5,9,34,73,116,94,46,37
Shakunetsu no Takkyuu Musume,7.097884272240632,1.583306719527471,7846,46,47,108,243,619,1218,2412,1871,821,461
Sasameki Koto,7.176516179035071,1.4939128416847094,15483,47,57,146,417,1158,2463,4811,3735,1768,881
Pokemon Sun & Moon,7.223914452365522,1.751610231635304,3086,56,23,36,75,176,414,932,761,323,290
Negima!?,7.13070510103151,1.6802792032762375,21231,113,171,314,833,1672,3289,5910,4779,2533,1617
Mekakucity Actors,7.169795123080484,1.7543066419002256,103672,570,949,1854,4634,7855,15145,26557,23406,13571,9131
Muv-Luv Alternative: Total Eclipse,7.127406446030716,1.7147482147219495,27738,159,276,578,1113,2059,3866,7511,6780,3465,1931
Bonobono (TV),7.5,1.8431111804580351,136,0,2,3,2,10,20,32,21,23,23
Yoake Mae yori Ruriiro na: Crescent Love,7.181173089014641,1.7139237747871938,11133,59,104,168,377,917,1703,2942,2458,1442,963
Chikyuu Bouei Kigyou Dai-Guard,7.111743404035178,1.5536388913855974,1933,5,9,26,58,169,322,565,439,230,110
Future Card Buddyfight,6.938461538461539,2.019203971289307,1235,25,27,24,54,120,175,323,226,127,134
Hiatari Ryoukou!,7.295698924731183,1.634205208057377,372,4,3,6,6,14,55,118,86,52,28
Hokuto no Ken: Raoh Gaiden Ten no Haoh,7.173244848061474,1.6410374877200453,2863,27,16,35,76,220,422,844,688,325,210
Red Garden,7.04477801806386,1.7008957784829444,7861,65,62,142,329,648,1209,2182,1809,942,473
Ichiban Ushiro no Daimaou,7.197230181470869,1.6142887783614885,131922,508,922,1698,4171,9755,20243,37706,30721,16580,9618
Reikenzan: Hoshikuzu-tachi no Utage,7.152327112212499,1.570742641433978,12913,68,70,169,420,893,1903,4053,3137,1387,813
Kaze no Youjinbou,7.136944613511869,1.632779605577381,1643,18,10,17,50,120,258,456,421,201,92
Usavich II,7.276995305164319,1.6962248820828043,2343,18,15,34,51,191,350,588,546,343,207
Naruto SD: Rock Lee no Seishun Full-Power Ninden,7.005850961229345,2.0033802137266665,15553,271,283,376,659,1409,2325,3719,2985,1807,1719
Shin Hakkenden,7.28839590443686,1.565553414974018,1172,3,9,2,31,77,205,342,263,122,118
Red Baron,7.231729055258467,1.7781979415854754,561,5,2,10,18,49,82,147,121,58,69
Toushou Daimos,7.280172413793103,1.5740196635709374,1856,6,6,9,41,173,301,496,428,224,172
Witch Craft Works,7.181717134292162,1.4550726972546748,59378,160,264,560,1454,4016,9276,19077,15229,6275,3067
Muteki Kanban Musume,7.117499582149423,1.650085102255264,5983,47,43,57,208,496,951,1729,1312,737,403
Sansha Sanyou,7.1446758206783665,1.4302243115248658,10997,37,37,93,222,813,1826,3642,2713,1067,547
Uta no☆Prince-sama♪ Maji Love Legend Star,7.235143588285471,1.9193681025620801,3517,43,40,44,140,291,537,870,625,406,521
Yami no Matsuei,7.172694544447522,1.7131536734181785,18055,125,137,250,590,1576,2838,4670,3900,2494,1475
Kyoro-chan,7.166180758017493,2.143216090203936,686,13,16,12,22,64,113,146,104,65,131
Higepiyo,7.06293063849334,1.6854614214729156,2177,17,14,32,77,190,374,617,459,228,169
GA: Geijutsuka Art Design Class,7.109375,1.5149449538749267,4928,16,24,54,155,408,756,1531,1205,534,245
Concrete Revolutio: Choujin Gensou - The Last Song,7.211063218390804,1.5562696766140058,6960,33,35,81,217,461,1036,2004,1829,846,418
Aikatsu Stars!,7.263045793397231,1.957489559877573,939,12,18,16,30,77,110,229,192,130,125
Dirty Pair,7.160476018752254,1.4691917518725641,2773,10,10,26,57,213,463,868,682,295,149
Macross 7,7.107334785766159,1.784288714149729,6885,52,68,131,328,560,983,1769,1555,870,569
Mouretsu Pirates,7.086471888043212,1.6706875256919298,20365,94,146,363,888,1834,2869,5408,4997,2587,1179
Kyuuketsuhime Miyu (TV),7.128697519083969,1.6322188224804586,8384,42,44,95,278,754,1389,2373,1790,985,634
Offside (TV),7.234862385321101,1.5574253127888384,545,1,3,8,14,36,77,185,116,59,46
Pokemon Diamond & Pearl,7.1281123573331575,1.7014826858372198,30403,152,216,424,1071,2793,4964,8473,6108,3368,2834
RD Sennou Chousashitsu,7.060304568527918,1.6338481587085043,4925,30,31,82,180,426,805,1327,1174,627,243
Yu☆Gi☆Oh!: Duel Monsters GX,7.117022770588825,1.7096400257181257,49845,252,417,770,1906,4445,7792,13609,10602,5848,4204
Battle Spirits: Sword Eyes Gekitouden,7.537037037037037,1.6448156070953084,162,0,1,1,3,12,22,45,30,23,25
IGPX: Immortal Grand Prix (2005),7.198922863099375,1.4939787256011567,5756,17,25,48,143,456,842,1822,1400,662,341
Shadow Skill: Eigi,7.144447788143244,1.5526340855393026,3323,14,10,42,99,290,500,986,800,387,195
Ougon Yuusha Goldran,7.313084112149533,1.7956637339049857,214,1,1,4,8,17,29,59,41,22,32
Monkey Punch: Manga Katsudou Daishashin,7.345132743362832,1.723188603920095,226,1,4,2,7,11,32,58,61,24,26
Popolocrois Monogatari,7.2388059701492535,1.6242129347620544,469,3,2,6,11,33,83,121,113,58,39
Magic-Kyun! Renaissance,7.145782643957826,1.736387345491668,4932,40,41,80,167,383,793,1349,1078,537,464
Mahou Senshi Louie,7.196144949884348,1.4599512895068743,6485,20,23,43,129,522,1042,2019,1580,749,358
Mahou Shoujo-tai Arusu,7.124917961058849,1.6619640986236277,4571,35,34,66,154,367,707,1236,1106,586,280
Rosario to Vampire Capu2,7.217475358455748,1.7443428989194008,136558,779,1244,2309,4880,10551,19856,35784,29850,18339,12966
Urayasu Tekkin Kazoku,7.2354570637119116,2.0417974195424247,361,6,7,5,15,31,47,78,65,56,51
Toaru Hikuushi e no Koiuta,7.205843448490508,1.5598581907476834,25704,80,136,303,805,1866,3932,7274,6500,3182,1626
YAT Anshin! Uchuu Ryokou,7.301507537688442,1.4015596978461535,398,0,0,0,6,30,76,125,82,45,34
Yuugo: Koushounin,7.169014084507042,1.6149470448123386,2130,11,13,34,67,167,295,613,540,253,137
Yuusha Shirei Dagwon,7.440789473684211,1.6926060280540731,152,0,1,0,6,9,28,39,28,15,26
Aku no Hana,6.944384854660517,2.2095558449074355,37292,1281,852,1033,1987,2814,4687,7555,7754,5461,3868
Binan Koukou Chikyuu Bouei-bu LOVE! LOVE!,7.17867998263135,1.7370541174676668,4606,48,31,65,144,339,726,1314,974,507,458
Ai Yori Aoshi,7.163496658640188,1.5994150679584371,36961,140,206,418,1160,3189,5817,10426,8489,4577,2539
Gingitsune,7.161597542242704,1.3643924383741566,16275,27,44,96,309,1219,2653,5493,4169,1550,715
Dae Jang Geum: Jang Geum's Dream,7.302564102564102,1.5527456541248736,390,3,0,2,8,25,67,121,78,51,35
Tenchi Muyou! GXP,7.142574050896955,1.7743508532414938,9588,82,109,159,377,780,1283,2631,2148,1191,828
Project ARMS: The 2nd Chapter,7.254421768707483,1.573774495360505,1470,2,7,20,44,105,216,439,332,188,117
Rockman.EXE Beast,7.280115273775216,1.5683953467341076,1735,7,7,16,34,116,288,556,342,200,169
Kenkou Zenrakei Suieibu Umishou,7.21370998695018,1.4979587809512422,13027,43,58,139,304,902,2033,3955,3300,1542,751
Muteki Koujin Daitarn 3,7.241176470588235,1.4841220380279014,510,2,2,3,13,32,79,167,118,61,33
Lodoss-tou Senki: Eiyuu Kishi Den,7.166822492320021,1.5976575073413877,7487,22,52,68,253,638,1164,2151,1710,885,544
Moyashimon Returns,7.230061349693251,1.3479568626537926,8802,13,23,53,185,557,1304,2919,2422,997,329
Bosco Daibouken,7.35693215339233,1.5701973735352552,339,1,2,3,6,22,53,96,83,38,35
Qin Shiming Yue Zhi: Ye Jin Tianming,7.638297872340425,1.977808070146317,94,2,1,2,2,2,6,29,20,9,21
Pumpkin Scissors,7.16287487073423,1.482116956726223,11604,26,49,108,354,902,1776,3480,2984,1394,531
Rockman.EXE Stream,7.294871794871795,1.5490876986690205,1794,5,6,11,45,130,280,557,385,202,173
Aoki Ryuusei SPT Layzner,7.226713532513181,1.5515477585091029,569,4,2,6,12,40,91,164,140,76,34
Sanzoku no Musume Ronja,6.959542410714286,1.7938646094509523,3584,39,41,72,166,341,562,909,821,396,237
Cyborg 009 (1979),7.217585692995529,1.55774708772108,1342,4,5,11,41,112,201,394,318,153,103
Gakuen Senki Muryou,7.207441860465116,1.571472562299977,1075,5,5,11,34,78,155,327,266,113,81
Cardfight!! Vanguard,7.037408685879425,1.7168181856850482,12457,89,121,209,455,1169,1999,3459,2706,1313,937
Hagure Yuusha no Aesthetica,7.2012824454301905,1.667941601713705,91076,470,736,1340,2978,6713,13515,25419,21116,11416,7373
Kamisama Kazoku,7.230989537670232,1.4789644576255336,17109,50,70,144,363,1206,2717,5261,4241,2016,1041
Tetsuwan Atom (1980),7.225266903914591,1.5902736005140243,2810,11,15,26,53,242,457,858,579,308,261
Koutetsu Jeeg,7.246719160104987,1.6951439048460832,381,3,2,6,8,27,62,112,79,39,43
Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,7.201342281879195,1.6014706951483928,6556,52,33,77,184,470,940,1914,1653,815,418
Mister Ajikko,7.318091451292246,1.4889289035770106,503,3,2,1,9,38,69,146,140,61,34
Seimei no Kagaku: Micro Patrol,7.3656884875846504,1.5430309835769018,443,2,1,1,9,33,71,119,112,50,45
Moonlight Mile 1st Season: Lift Off,7.188456493222563,1.57035490871279,2287,10,18,29,69,175,291,674,618,282,121
Senkaiden Houshin Engi,7.205910210267096,1.6053740730034165,5279,26,31,60,166,377,809,1539,1239,636,396
Suzumiya Haruhi no Yuuutsu (2009),7.268572907232501,1.7476078824493693,154580,1290,1425,2441,5868,9541,20670,39580,37788,22218,13759
Tetsuwan Atom,7.043536804308797,1.8367846352312907,2228,32,18,31,71,242,371,590,414,220,239
Usavich III,7.287114159725625,1.696720054361215,2041,19,13,24,52,158,282,529,489,299,176
Boogiepop wa Warawanai: Boogiepop Phantom,7.166828259323896,1.782324324830027,15471,141,165,251,638,1230,2121,3833,3687,2151,1254
ViVid Strike!,7.134971880858155,1.7046280425433293,4801,35,55,70,154,363,729,1365,1123,514,393
Alps no Shoujo Heidi,7.236446406400883,1.68406597207277,7249,39,44,74,165,636,1271,1946,1455,810,809
Daisuki! BuBu ChaCha,7.331838565022421,1.5993888213131413,446,1,5,1,9,28,77,133,90,53,49
Gantz,7.197815869505114,1.8298773253746532,94042,884,1179,1856,4044,6380,12575,23134,21782,13713,8495
Kenran Butou Sai: The Mars Daybreak,7.216592328278323,1.3959963725462814,5605,14,12,44,119,390,823,1833,1487,642,241
Cosmic Baton Girl Comet-san,7.229813664596273,1.5365058658651858,805,1,1,6,22,72,134,235,175,88,71
SF Saiyuuki Starzinger,7.238512035010941,1.7142740858859356,457,3,3,4,12,43,76,116,93,58,49
Kyoukai no Rinne (TV) 2nd Season,7.25040827436037,1.4423184287448658,5511,17,21,44,99,362,786,1891,1370,563,358
"Inari, Konkon, Koi Iroha.",7.269397889509621,1.3788059039042107,32220,60,85,169,560,2005,4987,10639,8378,3571,1766
Kyoukaisenjou no Horizon,7.17451635774334,1.7546312181191002,39492,342,453,697,1498,2657,5389,10691,9560,4981,3224
Lady Georgie,7.273193473193473,1.677481271067601,2145,10,17,17,53,194,334,554,474,270,222
Onmyou Taisenki,7.074324324324325,1.7502556423941766,1480,13,16,21,55,133,231,407,317,164,123
Miracle☆Girls,7.2191601049868765,1.4885390071950404,762,1,4,9,14,46,141,231,185,74,57
Love Hina,7.209570439185655,1.6710148277939072,95586,520,753,1306,3089,7622,13777,25672,22766,12580,7501
Arabian Nights: Sindbad no Bouken (TV),7.27524115755627,1.714735978395826,1555,11,7,17,41,135,248,405,323,189,179
Grander Musashi RV,7.322834645669292,1.428792176243335,508,3,0,2,9,29,76,168,124,64,33
Black Blood Brothers,7.240802019756354,1.5113233816904499,40797,88,181,356,975,3102,6400,12053,9690,5336,2616
Kanon,7.197801633365864,1.7697219149252312,19469,169,185,314,642,1586,2796,5055,4359,2508,1855
Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,7.235140426770383,1.6866876869986624,151182,1033,1282,2070,5101,10347,21509,40480,36870,20397,12093
Kikou Souseiki Mospeada,7.257345971563981,1.5745699988414439,2110,5,5,28,57,176,311,591,496,275,166
Mama wa Shougaku 4 Nensei,7.301075268817204,1.631576493625003,744,2,5,9,14,50,142,188,169,83,82
Uchuu Senkan Yamato III,7.385286783042394,1.5310365110129602,802,2,2,3,18,55,121,234,194,85,88
Young Black Jack,7.23239082310324,1.5741162471537922,19876,67,101,238,651,1435,2778,5718,5067,2451,1370
Smile Precure!,7.134651162790698,1.8098591090445884,4300,30,58,74,163,394,601,1131,892,540,417
El Cazador de la Bruja,7.198505952844137,1.616019026470435,12851,56,64,156,439,1047,1936,3419,3197,1630,907
Ginga Densetsu Weed,7.247146517586769,1.8200412335914484,4293,34,47,58,157,360,625,1045,870,613,484
Ghost Sweeper GS Mikami,7.210349179638199,1.4370576870945022,2377,2,7,20,52,181,382,739,601,253,140
Princess Nine: Kisaragi Joshikou Yakyuubu,7.290436315557514,1.520479046436093,2269,6,13,16,59,159,325,648,593,299,151
Dr. Slump: Arale-chan,7.27820152549177,1.5936201516703394,2491,17,10,20,55,162,420,718,569,295,225
Gaiking: Legend of Daiku-Maryu,7.229024943310658,1.6224533372573087,882,4,3,12,31,69,115,263,211,98,76
Fate/kaleid liner Prisma☆Illya,7.232244437008533,1.5535982451256207,47816,304,268,544,1265,2913,6697,14605,12707,5483,3030
Denki-gai no Honya-san,7.210877990110918,1.4444932705671385,29932,85,116,264,714,2026,4434,9491,8010,3300,1492
Rockman.EXE Axess,7.286346269857229,1.5218921853380891,4973,9,14,34,113,409,741,1510,1131,585,427
Aoharu x Kikanjuu,7.224404066023342,1.6243243355549482,50467,194,278,637,1632,3822,7578,14363,11534,6276,4153
Kyou no 5 no 2 (TV),7.211273080660836,1.486600086625597,10290,38,40,108,262,682,1541,3192,2707,1142,578
Mahoromatic 2,7.285273515677118,1.4993071365908555,11992,23,53,101,310,804,1760,3567,3006,1584,784
Majutsushi Orphen,7.245577409075926,1.4537568263256704,9101,18,31,59,203,680,1363,2855,2264,1082,546
Mahoromatic: Automatic Maiden,7.261862823592207,1.471938405006199,18735,50,70,163,445,1244,2774,5679,4899,2327,1084
Battle Spirits: Shounen Gekiha Dan,7.414201183431953,1.6098916078764514,338,1,1,5,5,23,50,92,81,39,41
Ultra Maniac,7.2254401500156265,1.5880632025921548,9599,37,55,96,234,798,1447,2835,2170,1161,766
Yu☆Gi☆Oh!,7.2469724770642205,1.6296860409532221,57225,221,311,586,1544,4706,8915,16360,12319,6791,5472
Yes! Precure 5,7.251501501501502,1.611647497253401,2664,8,11,31,55,243,417,757,586,289,267
Yes! Precure 5 GoGo!,7.341968911917099,1.5910580911816687,1351,2,3,9,32,125,193,392,278,165,152
Nogizaka Haruka no Himitsu: Purezza,7.266256166771765,1.6501004382969184,26959,108,201,370,862,1896,3792,7389,6495,3552,2294
Kurokami The Animation,7.207869271498995,1.6125255736806647,32862,123,215,425,1087,2532,4704,9239,8004,4230,2303
Madan no Ou to Vanadis,7.263209031183492,1.5558687229926214,64842,200,353,743,1814,4327,9329,19031,16353,8000,4692
Gunslinger Girl: Il Teatrino,7.182894029047875,1.673451212875349,18590,141,173,247,664,1268,2600,5196,4676,2324,1301
Ginga Tetsudou Monogatari,7.157674174960713,1.5954919587819572,1909,11,10,18,53,165,299,568,431,216,138
Guin Saga,7.170556882925933,1.6274909915331472,10882,72,71,128,364,862,1582,2979,2799,1321,704
Hi no Tori,7.24067300658376,1.716527214253908,1367,8,8,20,60,98,195,340,330,186,122
Aoi Hana,7.238206810371759,1.5229714511971568,19206,81,83,174,486,1361,2991,5446,4921,2567,1096
Galaxy Angel Z,7.290588235294118,1.4421082222106196,3400,7,11,24,64,225,506,1078,865,396,224
Buddy Complex,7.2361012340514534,1.53013984641689,23905,84,116,259,647,1717,3378,7027,6321,2872,1484
Wagaya no Oinari-sama.,7.225336322869955,1.4097666649289509,9812,25,30,66,205,700,1424,3158,2689,1020,495
Kaitou Joker 2nd Season,7.313807531380753,1.6408290015501967,1195,6,3,13,41,83,174,326,275,156,118
Dororo to Hyakkimaru,7.369747899159663,1.6671091378855905,238,1,0,3,11,14,27,76,47,30,29
Hatenkou Yuugi,7.2448139478569695,1.647195198403694,12389,59,78,155,379,938,1841,3430,2799,1678,1032
Gantz 2nd Stage,7.279366818013179,1.7691805139522914,56603,381,598,989,2176,3729,7386,14096,13306,8715,5227
Junketsu no Maria,7.2439490103270225,1.4172732143130862,37184,109,140,302,856,2279,5302,11746,10460,4369,1621
Shuffle!,7.240325638452102,1.7211642590783252,89670,626,792,1269,3181,6652,12364,23181,21221,12820,7564
Ro-Kyu-Bu! SS,7.270044133872747,1.593242683610915,10876,56,67,122,274,745,1540,3162,2746,1290,874
Motto! Ojamajo Doremi,7.282460621541081,1.6294813934447319,4698,17,27,37,119,361,801,1295,970,591,480
Mashiro-iro Symphony: The Color of Lovers,7.271035048646114,1.628039127550274,42655,209,244,502,1220,3107,6192,11836,10230,5466,3649
Koi to Senkyo to Chocolate,7.252561822493225,1.5277482983846769,47232,158,238,509,1306,3154,6596,14122,12387,5748,3014
Anime Sanjuushi,7.30794701986755,1.557961388527435,906,1,3,6,18,83,144,248,209,103,91
Danball Senki,7.226817878585724,1.6173017830816059,1499,5,9,23,35,122,211,462,334,161,137
Taiho Shichau zo: Full Throttle,7.226086956521739,1.4471189413072532,1955,7,7,13,41,137,288,650,473,234,105
High School Fleet,7.238661209844705,1.5976558771259335,17837,67,99,230,557,1287,2541,5056,4488,2164,1348
Tantei Opera Milky Holmes Dai 2 Maku,7.26873290793072,1.6595288616378308,5485,29,45,82,177,341,746,1529,1367,714,455
Kaitou Joker 4th Season,7.3712296983758705,1.847179607337364,431,5,2,8,14,26,60,113,85,53,65
Madou King Granzort,7.387622149837133,1.5366033061338364,307,1,0,2,6,26,41,86,77,37,31
Tokyo Majin Gakuen Kenpucho: Tou,7.25824,1.5483255802317546,18750,75,86,179,505,1330,2734,5465,4704,2373,1299
Ryuusei no Rockman,7.272375854891466,1.6078997403625046,3363,10,10,35,88,283,528,949,731,394,335
Dash! Kappei,7.291295407813571,1.5940257405281233,1459,6,10,13,34,91,231,444,323,166,141
Tears to Tiara,7.215836806317175,1.5411598329663367,22795,99,117,224,646,1639,3333,6738,5851,2751,1397
Saishuu Heiki Kanojo,7.258897130441298,1.9377995584232048,26694,328,371,546,1155,1942,3377,5719,5992,4140,3124
Kiddy Grade,7.193396878021826,1.6178331867972209,14478,56,80,198,469,1167,2170,4012,3477,1785,1064
Kamigami no Asobi,7.21630405943221,1.8082795133773895,30152,188,307,500,1084,2607,4581,7478,6039,3911,3457
Joukamachi no Dandelion,7.251690187069248,1.429158445152612,30470,71,97,244,663,1991,4413,9807,8170,3272,1742
Gakusen Toshi Asterisk 2nd Season,7.3069369927087635,1.6100143253042982,58152,456,410,639,1412,3265,7620,17293,15198,7198,4661
Densetsu no Yuusha Da Garn,7.3501945525291825,1.6778280502007241,514,1,5,6,15,34,73,141,119,58,62
Umineko no Naku Koro ni,7.298229818158432,1.8693483676998695,62197,469,693,1287,2787,4354,7934,13761,14110,9537,7265
Danball Senki W,7.330275229357798,1.6482130767188898,872,5,6,8,21,57,134,239,206,103,93
Di Gi Charat Nyo,7.128291694800811,1.7665250602943923,1481,11,15,26,53,125,224,410,310,163,144
Vandread,7.2998892930570936,1.498312083287515,31615,89,156,284,710,2020,4458,9624,8045,4173,2056
Kaiketsu Zorro,7.288775183882315,1.5926996075719337,3127,7,20,21,54,265,538,878,645,383,316
Inazuma Eleven Go,7.266788131181676,1.6418583935924953,11526,52,62,146,332,800,1805,3263,2563,1390,1113
Kakumeiki Valvrave,7.273668466648537,1.6686102679650834,51482,316,444,830,1768,3108,6430,13874,13781,7099,3832
Ore no Kanojo to Osananajimi ga Shuraba Sugiru,7.289788092388172,1.496785841125985,90228,303,413,869,2107,5590,12497,27685,23914,10960,5890
Tamayura: Hitotose,7.227836365743423,1.5632110834825186,8629,28,40,96,244,659,1298,2474,2135,1034,621
Macross Δ,7.209899516189059,1.7504974754517209,10748,106,94,178,345,796,1478,2844,2587,1368,952
Ojamajo Doremi Sharp,7.334233018443545,1.5753192119588184,4446,10,19,31,90,341,740,1233,946,597,439
HeatGuy J,7.2219616204690835,1.5313314825344682,4690,16,24,37,124,383,659,1423,1144,582,298
Hitsugi no Chaika: Avenging Battle,7.321673411312527,1.335634062277916,54117,75,112,273,999,2940,7487,17784,15673,6121,2653
Jungle no Ouja Taa-chan,7.476394849785407,1.8806904170947476,233,2,4,4,9,7,29,54,51,41,32
Karin,7.272136752136752,1.543692574699262,61425,215,295,576,1533,4387,9097,17714,15262,8045,4301
Koi Kaze,7.279669519032163,1.7477658655442596,16945,177,152,233,551,1125,2278,4182,4281,2505,1461
